product_id,name,brand_id,brand_name,seller_id,seller_name,category,primary_category,price,original_price,discount_rate,rating,review_count,sold_count,origin,is_imported,is_authentic,is_official_store,tiki_verified,has_authentic_badge,availability
271367219,R7.56 (NÂU RƯỢU) - NHUỘM THẢO DƯỢC MÀU THỜI TRANG BOSNIC 150ML,633863.0,BOSNIC,100760,Linh Giang Cosmetic,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,189000,189000,0,0.0,0,2,Hàn Quốc,True,1,False,1,True,1
202874929,Kem nhuộm tóc Salon de Pro MCa6 - ,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,5.0,2,23,Nhật Bản,True,1,False,1,True,1
202803624,Kem nhuộm tóc Salon de Pro 5 - Màu nâu tự nhiên,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,4.3,3,29,Nhật Bản,True,1,False,1,True,1
202608347,Kem nhuộm tóc Salon de Pro 2 - Màu nâu sáng hơn,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,0.0,0,7,Nhật Bản,True,1,False,1,True,1
195970184,Gel Gội Phủ Bạc Tsubaki & Vitamin B5 Flash 500ML,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,284000,355000,20,0.0,0,0,Việt Nam,False,1,False,1,True,1
195247124,Thuốc nhuộm tóc thảo dược phủ bạc thời trang Welcos Confume Hair Color (2x60g) tặng móc khóa,203917.0,Welcos,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,169000,169000,0,5.0,1,5,Hàn Quốc,True,1,False,1,True,1
194414985,Nhuộm phủ bạc nhanh 1 phút Jichung 1 Minute Hair Color 120g (nâu hạt dẻ) + Móc khóa,203917.0,Welcos,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,159000,159000,0,4.7,3,5,Hàn Quốc,True,1,False,1,True,1
186483551,Gel Gội Phủ Bạc Tsubaki & Vitamin B5 Flash 200ml (P04 - NÂU CÀ PHÊ),470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,185000,185000,0,0.0,0,0,Việt Nam,False,1,False,1,True,1
186270041,Gel Lược Nhuộm Phủ Bạc Argan Oil & Olive Oil  Flash,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,203000,225000,10,0.0,0,1,Việt Nam,False,1,False,1,True,1
127567850,"Dầu Gội Phủ Bạc Tóc Lich5 Thảo Dược Đen Tóc Chỉ Trong 5 Phút,  An Toàn, Không Hóa Chất, Giữ Màu 3 - 4 Tuần, Hộp 10 gói mylovestore",239363.0,Lich5,236185,Minhlam Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,235000,264000,11,4.0,1,34,Hong Kong,True,0,False,1,False,1
114414501,Kem Nhuộm Dưỡng Tóc Phủ Bạc L'Oreal Paris Excellence Crème,25403.0,L'ORÉAL,883,Mỹ Phẩm N,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,229000,229000,0,4.8,60,619,Trung Quốc,False,1,False,1,True,1
110211535,"Dầu gội nhuộm tóc Lich5 màu nâu đen - Lên màu tự nhiên - Sử dụng đơn giản, tiện lợi, mùi dễ chịu - Tặng bộ kit tự nhuộm tại nhà",239363.0,Lich5,236185,Minhlam Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,238000,239000,0,5.0,6,39,Hong Kong,True,1,False,1,True,1
110210569,"Combo 2 Dầu gội nhuộm tóc Lich5 - Lên màu tự nhiên - Sử dụng đơn giản, tiện lợi, mùi dễ chịu",239363.0,Lich5,236185,Minhlam Store,Thuốc nhuộm tóc,Thuốc nhuộm tóc,479000,480000,0,0.0,0,0,Hong Kong,True,0,False,0,False,1
107339153,"Combo 2 Dầu gội nhuộm tóc Lich5 - Lên màu tự nhiên - Sử dụng đơn giản, tiện lợi, mùi dễ chịu - Tặng bộ kit tự nhuộm tại nhà",239363.0,Lich5,236185,Minhlam Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,430000,431000,0,5.0,2,10,Hong Kong,True,0,False,1,False,1
68427702,Kem Nhuộm Dưỡng Tóc Phủ Bạc L'Oreal Paris Excellence Crème 172ml,25403.0,L'ORÉAL,883,Mỹ Phẩm N,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,229000,229000,0,4.8,192,1246,Trung Quốc,False,1,False,1,True,1
57086524,Nhuộm Phủ Bạc Cao Cấp Lavox 60ml x 2 - L6 - Nâu Chocolate,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,57000,60000,5,4.7,6,73,Việt Nam,False,1,False,1,True,1
57086422,Nhuộm Phủ Bạc Cao Cấp Lavox 60ml x 2 - L5 - Nâu Mocha,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,57000,60000,5,4.8,4,55,Việt Nam,False,1,False,1,True,1
57086313,Nhuộm Phủ Bạc Cao Cấp Lavox 60ml x 2 - L3 - Nâu Hạt Dẻ,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,57000,60000,5,5.0,2,38,Việt Nam,False,1,False,1,True,1
57086280,Nhuộm Phủ Bạc Cao Cấp Lavox 60ml x 2 - L2 - Nâu Đen,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,57000,60000,5,4.5,8,52,Việt Nam,False,1,False,1,True,1
49730100,Gội Phủ Bạc 100% Siêu Dưỡng 30ml Lavox - Đen,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,43000,45000,4,4.8,13,156,Việt Nam,False,1,False,1,True,1
49730011,Gội Phủ Bạc 100% Siêu Dưỡng 30ml Lavox - Nâu Đen ,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,43000,45000,4,4.6,10,150,Việt Nam,False,1,False,1,True,1
16859890,Thuốc nhuộm tóc phủ bạc Mugens Sansuhwa Color Hàn Quốc Số 4 Nâu Sáng: Light Brown 2x450ml ,415739.0,Mugens,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,345000,345000,0,0.0,0,34,,False,1,False,1,True,1
16859783,Thuốc nhuộm tóc phủ bạc Mugens Sansuhwa Color Hàn Quốc Số 3 Nâu: Brown 2x450ml + Móc khóa,415739.0,Mugens,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,345000,345000,0,0.0,0,10,,False,1,False,1,True,1
16858622,Thuốc nhuộm tóc phủ bạc và thời trang Mugens Sansuhwa Color Hàn Quốc 2x450ml + Móc khóa,415739.0,Mugens,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,345000,345000,0,4.0,1,23,,False,1,False,1,True,1
16139420,Nhuộm phủ bạc nhanh 1 phút Jichung 1 Minute Hair Color 120g (nâu sáng) + Móc khóa,203917.0,Welcos,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,159000,159000,0,0.0,0,4,,False,1,False,1,True,1
16138812,Nhuộm phủ bạc nhanh 1 phút Jichung 1 Minute Hair Color 120g (đen nâu) + Móc khóa,203917.0,Welcos,37079,Thebeauty,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,159000,159000,0,4.8,6,55,,False,1,False,1,True,1
10317732,Hộp 2 gói Dầu gội thảo dược nhuộm tóc LICH 5,239363.0,Lich5,236185,Minhlam Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,527000,528000,0,0.0,0,3,,False,1,False,1,True,1
10082226,Dầu Gội Đen Tóc Thảo Dược LICH 5,239363.0,Lich5,236185,Minhlam Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,238900,239900,0,5.0,1,25,,False,0,False,1,False,1
7460469,Bột nhuộm tóc thảo dược HERBUL - nhập khẩu từ Ấn Độ,243611.0,Herbul,13164,Sức Khỏe Xanh,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,89000,89000,0,4.3,60,752,Ấn Độ,False,1,False,1,True,1
4523953,Hộp 5 Gói Thuốc Nhuộm Tóc Thảo Dược Dyeing Pyeonan Hàn Quốc - Nâu Socola,48390.0,Dyeing Pyeonan,883,Mỹ Phẩm N,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,179000,179000,0,4.6,36,356,Hàn Quốc,True,1,False,1,True,1
4501257,Hộp 5 Gói Thuốc Nhuộm Tóc Thảo Dược Dyeing Pyeonan Hàn Quốc - Đen,48390.0,Dyeing Pyeonan,883,Mỹ Phẩm N,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,179000,179000,0,4.7,65,588,Hàn Quốc,True,1,False,1,True,1
3049885,Hộp 5 Gói Thuốc Nhuộm Tóc Thảo Dược Dyeing Pyeonan Hàn Quốc - Nâu Đen,48390.0,Dyeing Pyeonan,883,Mỹ Phẩm N,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,179000,179000,0,4.7,30,434,Hàn Quốc,True,1,False,1,True,1
279250576,[SẢN PHẨM MỚI] Gội Phủ Bạc Lavox Online Shopping Che Tóc Bạc Tức Thì (Hộp 3 Gói),470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,129000,129000,0,0.0,0,0,Việt Nam,False,1,False,0,True,1
278370429,Gel Gội Phủ Bạc Vitamin B5 Flash 200ml (P05 - NÂU MOCHA),470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,185000,185000,0,0.0,0,0,Việt Nam,False,1,False,0,True,1
278351648,Gội Phủ Bạc Siêu Nhanh Siêu Dưỡng Lavox Healthy & Lively 30ml,470537.0,Lavox,93666,Lamimi Cosmetics,Thuốc nhuộm tóc,Nhuộm tóc tạm thời,43000,45000,4,0.0,0,2,Việt Nam,False,1,False,0,True,1
272125456,SALON de PRO nhuộm tóc phủ bạc dạng bọt TFH5,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,290000,290000,0,0.0,0,0,Nhật Bản,True,1,False,1,True,1
272125314,SALON de PRO Nhuộm tóc phủ bạc dạng bọt TFH4,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,290000,290000,0,5.0,1,2,Nhật Bản,True,1,False,1,True,1
272125151,SALON de PRO Nhuộm tóc phủ bạc dạng bọt TFH3,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,290000,290000,0,0.0,0,0,Nhật Bản,True,1,False,1,True,1
272124975,SALON de PRO nhuộm tóc phủ bạc dạng bọt TFH2,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,290000,290000,0,0.0,0,1,Nhật Bản,True,1,False,1,True,1
271478609,Kem nhuộm tóc Salon de Pro  3B,295609.0,Salon de Pro,310756,SALON de PRO Official Store,Thuốc nhuộm tóc,Nhuộm tóc lâu dài,175000,175000,0,0.0,0,19,Nhật Bản,True,1,False,1,True,1
