train_size,train_r2_mean,train_r2_std,val_r2_mean,val_r2_std
463,0.86087380634591,0.0001571896516043392,0.600123792876653,0.012746927386457003
1058,0.7980462915285875,0.005331949213132204,0.6218549998550914,0.010528663073502496
1653,0.7742785897984275,0.007558156214970332,0.6309368615468426,0.00835217753819359
2248,0.7571992593756495,0.00726356710347035,0.6374085272288348,0.010065140401809008
2844,0.7447778055034352,0.003102917012389225,0.6445864259260089,0.006138790076283732
3439,0.7378290845750797,0.00398286998396964,0.6502742202123083,0.0030141343899578042
4034,0.7286016327399154,0.0018829261179448464,0.657676336451178,0.0065514046161701525
4630,0.7276238344136118,0.001393824628874844,0.66289755012659,0.003919036455442389
