product_id,name,name_clean,brand_name,seller_name,product_type,category,primary_category,origin_class,origin_normalized,is_imported,price,original_price,discount_rate,has_discount,price_segment,sold_count,popularity_tier,is_extreme_seller,review_count,review_ratio,review_ratio_flag,rating,rating_tier,estimated_revenue,is_official_store,is_authentic,has_authentic_badge,tiki_verified,availability,availability_label,sold_hidden_flag,has_name_duplicate
276481739,Sữa dưỡng thể đào và sữa ong chúa Welcos Kwailnara Milk Body Lotion dưỡng ẩm và tái tạo da Hàn Quốc 560 g,Sữa dưỡng thể đào và sữa ong chúa Welcos Kwailnara Milk Body Lotion dưỡng ẩm và tái tạo da Hàn Quốc,Welcos,Thebeauty,Body Care,Dưỡng thể,Dưỡng ẩm,Ngoài nước,Hàn Quốc,True,225000,225000,0.0,False,100k – 300k,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,0,1,Còn hàng,False,False
276409999,Gel Dưỡng Ẩm Làm Dịu Da Himalaya Purifying Neem Face Gel 100ml,Gel Dưỡng Ẩm Làm Dịu Da Himalaya Purifying Neem Face Gel,Himalaya,Himalaya Herbals Vietnam,Body Care,Dưỡng thể,Dưỡng ẩm,Ngoài nước,Ấn Độ,False,271200,271200,0.0,False,100k – 300k,1,Mới,False,0,0.0,False,0.0,Chưa có đánh giá,271200,True,1,True,0,1,Còn hàng,False,False
276256257,Kem Body dưỡng da SWL Lavender Radiant Glow 150gr,Kem Body dưỡng da SWL Lavender Radiant Glow r,Swl Lavender,Mỹ Phẩm White Lavender SWL,Body Care,Dưỡng thể,Dưỡng ẩm,Trong nước,Việt Nam,False,779000,779000,0.0,False,700k – 2tr,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,0,1,Còn hàng,False,False
276075962,Nước hoa hồng Ý Dĩ Hadakiri Hatomugi Conditioer giúp dưỡng ẩm và làm trắng da (500ml) - Hàng chính hãng,Nước hoa hồng Ý Dĩ Hadakiri Hatomugi Conditioer giúp dưỡng ẩm và làm trắng da () - Hàng,Hatomugi,Long Hưng Official Store,Body Care,Dưỡng thể,Dưỡng trắng,Ngoài nước,Nhật Bản,True,139000,199000,30.0,True,100k – 300k,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,0,1,Còn hàng,False,False
275922425,Kem Dưỡng Thể Hera Cosmetic Healthy Bright Nia-Retinol Body Lotion - 200ml - Hàng Chính Hãng,Kem Dưỡng Thể Hera Cosmetic Healthy Bright Nia-Retinol Body Lotion - - Hàng,Hera Cosmetic,Hera Cos,Body Care,Dưỡng thể,Dưỡng ẩm,Trong nước,Việt Nam,False,339000,339000,0.0,False,300k – 700k,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,0,1,Còn hàng,False,False
274075865,Kem Dưỡng Thể Hương Nước Hoa Thanh Long 300gr - Tesori d'Oriente,Kem Dưỡng Thể Hương Nước Hoa Thanh Long r - Tesori d'Oriente,Doori,Thebeauty,Body Care,Dưỡng thể,Sữa dưỡng thể dưỡng ẩm,Ngoài nước,Ý,False,375000,375000,0.0,False,300k – 700k,1,Mới,False,0,0.0,False,0.0,Chưa có đánh giá,375000,True,1,True,1,1,Còn hàng,False,False
273038937,SHEA SORBET VANILLA BUTTER BALM - KEM DƯỠNG BƠ HẠT MỠ HƯƠNG VANI 50g,SHEA SORBET VANILLA BUTTER BALM - KEM DƯỠNG BƠ HẠT MỠ HƯƠNG VANI,M&L,TOYSHOUSE Store,Body Care,Dưỡng thể,Sữa dưỡng thể dưỡng ẩm,Ngoài nước,Úc,False,228000,228000,0.0,False,100k – 300k,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,1,1,Còn hàng,False,False
253318842,"Sữa dưỡng ẩm cho bé Cetaphil Baby Daily Lotion 400ml, dịu nhẹ cung cấp độ ẩm, nuôi dưỡng làn da mềm mịn cho bé","Sữa dưỡng ẩm cho bé Cetaphil Baby Daily Lotion , dịu nhẹ cung cấp độ ẩm, nuôi dưỡng làn da mềm mịn cho bé",Cetaphil Baby,Thiết bị y tế Gia Đình HME,Body Care,Dưỡng thể,Sữa dưỡng thể dưỡng ẩm,Ngoài nước,Đức,True,399000,399000,0.0,False,300k – 700k,4,Mới,False,0,0.0,False,0.0,Chưa có đánh giá,1596000,True,1,True,1,1,Còn hàng,False,False
248770188,KEM DƯỠNG Ủ TRẮNG PIME TONEUP SHOWER CREAM,KEM DƯỠNG Ủ TRẮNG PIME TONEUP SHOWER CREAM,Pime,Mỹ Phẩm Ngành spa,Body Care,Dưỡng thể,Sữa dưỡng thể dưỡng trắng,Ngoài nước,Hàn Quốc,True,620000,620000,0.0,False,300k – 700k,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,1,1,Còn hàng,False,False
247862064,Kem dưỡng da tay Avoland,Kem dưỡng da tay Avoland,Avoland,Mr Shin,Body Care,Dưỡng thể,Sữa dưỡng thể dưỡng ẩm,Trong nước,Việt Nam,False,273000,273000,0.0,False,100k – 300k,0,Chưa có lượt bán,False,0,0.0,False,0.0,Chưa có đánh giá,0,True,1,True,1,1,Còn hàng,False,False
